Price,Year,Power(HP),Mileage(KM),Description,Link,Fuel_type
6880000,2019,150,158456,VOLKSWAGEN PASSAT VIII Variant 2.0 TDI BMT SCR Business DSG NAVI KAMERA AUTOMATA BEPARKOLÁS TÁVOLSÁGTARTÓ TEMPOMAT,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_variant_2.0_tdi_bmt_scr_business_dsg_navi_kamera_automata_beparkolas_tavolsagtarto_tempomat-18679394#sid=116b1796-0ce8-4ffd-bc7d-2be026dc1d6f,Dízel
6880000,2018,150,145570,VOLKSWAGEN PASSAT VIII Variant 2.0 TDI BMT SCR Comfortline DSG7,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_variant_2.0_tdi_bmt_scr_comfortline_dsg7-18640642#sid=116b1796-0ce8-4ffd-bc7d-2be026dc1d6f,Dízel
6890000,2016,150,132086,VOLKSWAGEN PASSAT 2.0 TDI BMT SCR Comfortline DSG7 Mo.-i!Vezetett szkönyv!1 tulaj!Friss műszaki!4 db Téligumi felnivel!,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat/volkswagen_passat_2.0_tdi_bmt_scr_comfortline_dsg7_mo-ivezetett_szkonyv1_tulajfriss_muszaki4_db_teligumi_felnivel-18600618#sid=116b1796-0ce8-4ffd-bc7d-2be026dc1d6f,Dízel
6890000,2016,190,148090,VOLKSWAGEN PASSAT VIII Variant 2.0 TDI Comfortline SCR BMT DSG Led2.Navi.PanTető.ÖsszAsszist.SzKöny,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_variant_2.0_tdi_comfortline_scr_bmt_dsg_led2navipantetoosszasszistszkony-18234799#sid=116b1796-0ce8-4ffd-bc7d-2be026dc1d6f,Dízel
6890000,2016,150,117281,VOLKSWAGEN PASSAT 2.0 TDI Comfortline BMT DSG BUSINESS CSOMAG. MAGYAR,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat/volkswagen_passat_2.0_tdi_comfortline_bmt_dsg_business_csomag_magyar-18171871#sid=fda88d18-1d59-43cb-b824-edd717a0b111,Dízel
6899000,2016,239,220000,VOLKSWAGEN PASSAT VIII 2.0 TDI Highline BiTurbo SCR 4Motion BMT DSG BI-TURBO! MAGYARORSZÁGI! SZERVIZKÖNYVES! SÉRÜLÉSMENTES!,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_2.0_tdi_highline_biturbo_scr_4motion_bmt_dsg_bi-turbo_magyarorszagi_szervizkonyves_serulesmentes-18703362#sid=fda88d18-1d59-43cb-b824-edd717a0b111,Dízel
6899000,2019,150,181537,VOLKSWAGEN PASSAT VIII Variant 2.0 TDI BMT SCR Comfortline DSG7 1 héten belül átvehető,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_variant_2.0_tdi_bmt_scr_comfortline_dsg7_1_heten_belul_atveheto-18563309#sid=fda88d18-1d59-43cb-b824-edd717a0b111,Dízel
0,2017,150,164500,VOLKSWAGEN PASSAT 1.4 TSI Comfortline ACT BMT,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat/volkswagen_passat_1.4_tsi_comfortline_act_bmt-18640468#sid=fda88d18-1d59-43cb-b824-edd717a0b111,Benzin
6950000,2015,0,166000,VOLKSWAGEN PASSAT VIII Variant 2.0 TDI Highline BiTurbo SCR 4Motion BMT DSG,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_variant_2.0_tdi_highline_biturbo_scr_4motion_bmt_dsg-18395509#sid=fda88d18-1d59-43cb-b824-edd717a0b111,Dízel
6980000,2015,190,173000,VOLKSWAGEN PASSAT VIII 2.0 TDI Highline SCR BMT DSG 4Motion,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_2.0_tdi_highline_scr_bmt_dsg_4motion-18689748#sid=fda88d18-1d59-43cb-b824-edd717a0b111,Dízel
6989000,2015,239,202444,VOLKSWAGEN PASSAT Variant 2.0 TDI Highline BiTurbo SCR 4Motion BMT DSG,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat/volkswagen_passat_variant_2.0_tdi_highline_biturbo_scr_4motion_bmt_dsg-18687064#sid=fda88d18-1d59-43cb-b824-edd717a0b111,Dízel
6990000,2016,150,150638,VOLKSWAGEN PASSAT VIII Variant 2.0 TDI Highline BMT DSG Magyarországi!1Tulajdonos! Szervizkönyv!,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_variant_2.0_tdi_highline_bmt_dsg_magyarorszagi1tulajdonos_szervizkonyv-18709849#sid=fda88d18-1d59-43cb-b824-edd717a0b111,Dízel
6990000,2018,150,139000,VOLKSWAGEN PASSAT VIII Variant 2.0 TDI BMT SCR Business DSG Megkímélt állapot!139e km!,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_variant_2.0_tdi_bmt_scr_business_dsg_megkimelt_allapot139e_km-18685068#sid=fda88d18-1d59-43cb-b824-edd717a0b111,Dízel
6990000,2015,190,139217,VOLKSWAGEN PASSAT 2.0 TDI Highline SCR BMT MAGYAR. 1.-TUL. ÁFÁ-S. 139217 Km!. Nr.: 036,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat/volkswagen_passat_2.0_tdi_highline_scr_bmt_magyar_1-tul_afa-s_139217_km_nr_036-18507910#sid=fda88d18-1d59-43cb-b824-edd717a0b111,Dízel
6990000,2016,150,109459,VOLKSWAGEN PASSAT VIII 2.0 TDI BMT SCR Comfortline DSG7 Navi!LED fényszórók!Mo-i!1.Tulaj!109.459Km!ÁFÁ-s!,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_2.0_tdi_bmt_scr_comfortline_dsg7_naviled_fenyszorokmo-i1tulaj109.459kmafa-s-18286352#sid=fda88d18-1d59-43cb-b824-edd717a0b111,Dízel
6995000,2016,150,110000,VOLKSWAGEN PASSAT 2.0 TDI Comfortline BMT DSG ELSŐ TULAJDONOSTÓL. GYÁRI FÉNYEZÉSŰ. GARANTÁLT KILÓMÉTERREL!!!,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat/volkswagen_passat_2.0_tdi_comfortline_bmt_dsg_elso_tulajdonostol_gyari_fenyezesu_garantalt_kilometerrel-18265337#sid=fda88d18-1d59-43cb-b824-edd717a0b111,Dízel
6999000,2016,156,195000,VOLKSWAGEN PASSAT Variant 1.4 TSI GTE plug-in hibrid Navi. Digitklíma.Vonóhorog..Ledlámpa!,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat/volkswagen_passat_variant_1.4_tsi_gte_plug-in_hibrid_navi_digitklimavonohorogledlampa-18713344#sid=fda88d18-1d59-43cb-b824-edd717a0b111,Hibrid (Benzin)
6999000,2017,150,166084,VOLKSWAGEN PASSAT VIII Variant 2.0 TDI Comfortline BMT DSG 166e.km!,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_variant_2.0_tdi_comfortline_bmt_dsg_166ekm-18710998#sid=fda88d18-1d59-43cb-b824-edd717a0b111,Dízel
6999000,2015,150,75100,VOLKSWAGEN PASSAT VIII 1.4 TSI Comfortline ACT BMT DSG 75000 Km.vonóhorog,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_1.4_tsi_comfortline_act_bmt_dsg_75000_kmvonohorog-18655384#sid=fda88d18-1d59-43cb-b824-edd717a0b111,Benzin
6999000,2019,150,169047,VOLKSWAGEN PASSAT Variant 2.0 TDI BMT SCR Comfortline DSG7,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat/volkswagen_passat_variant_2.0_tdi_bmt_scr_comfortline_dsg7-18460182#sid=fda88d18-1d59-43cb-b824-edd717a0b111,Dízel
6999998,2018,150,139000,VOLKSWAGEN PASSAT VIII Variant 2.0 TDI BMT SCR Business DSG Kamera.PDC.Sport.Navi,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_variant_2.0_tdi_bmt_scr_business_dsg_kamerapdcsportnavi-18427651#sid=fda88d18-1d59-43cb-b824-edd717a0b111,Dízel
6999999,2018,190,188575,VOLKSWAGEN PASSAT VIII Variant 2.0 TDI BMT SCR Comfortline 4Motion DSG7,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_variant_2.0_tdi_bmt_scr_comfortline_4motion_dsg7-18703855#sid=fda88d18-1d59-43cb-b824-edd717a0b111,Dízel
7090000,2017,150,151776,VOLKSWAGEN PASSAT VIII Variant 2.0 TDI Comfortline BMT DSG MAGYAR 1.TUL-NAVIGÁCIÓ-Ü.FŰTÉS-P.RADAR-TEMPOMAT!,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_variant_2.0_tdi_comfortline_bmt_dsg_magyar_1tul-navigacio-ufutes-pradar-tempomat-18699354#sid=fda88d18-1d59-43cb-b824-edd717a0b111,Dízel
7099000,2015,150,189500,VOLKSWAGEN PASSAT Variant 2.0 TDI Highline BMT DSG,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat/volkswagen_passat_variant_2.0_tdi_highline_bmt_dsg-18716402#sid=fda88d18-1d59-43cb-b824-edd717a0b111,Dízel
7190000,2017,150,143039,VOLKSWAGEN PASSAT VIII Variant 2.0 TDI Comfortline BMT DSG MAGYAR 1.TUL-NAVIGÁCIÓ-Ü.FŰTÉS-P.RADAR-TEMPOMAT!,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_variant_2.0_tdi_comfortline_bmt_dsg_magyar_1tul-navigacio-ufutes-pradar-tempomat-18698889#sid=fda88d18-1d59-43cb-b824-edd717a0b111,Dízel
7190000,2016,150,100794,VOLKSWAGEN PASSAT Variant 2.0 TDI Comfortline BMT DSG MAGYAR. 1.-TUL. ÁFÁ-S. 100794 km!!. Nr.: 059,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat/volkswagen_passat_variant_2.0_tdi_comfortline_bmt_dsg_magyar_1-tul_afa-s_100794_km_nr_059-18627170#sid=fda88d18-1d59-43cb-b824-edd717a0b111,Dízel
0,2016,192,186100,VOLKSWAGEN PASSAT VIII Variant 2.0 TDI Highline SCR BMT DSG 4Motion,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_variant_2.0_tdi_highline_scr_bmt_dsg_4motion-18549194#sid=fda88d18-1d59-43cb-b824-edd717a0b111,Dízel
7190000,2016,179,76793,VOLKSWAGEN PASSAT 1.8 TSI Comfortline BMT DSG ÁFÁS!,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat/volkswagen_passat_1.8_tsi_comfortline_bmt_dsg_afas-18254040#sid=fda88d18-1d59-43cb-b824-edd717a0b111,Benzin
7190000,2016,150,92529,VOLKSWAGEN PASSAT VIII Variant 2.0 TDI Comfortline BMT DSG Mo.-i. 1 Tul.. ÁFA-s!,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_variant_2.0_tdi_comfortline_bmt_dsg_mo-i_1_tul_afa-s-18097714#sid=fda88d18-1d59-43cb-b824-edd717a0b111,Dízel
7199000,2016,150,195000,VOLKSWAGEN PASSAT VIII 2.0 TDI Highline BMT DSG LED.BŐR.NAPFÉNYROLÓ,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_2.0_tdi_highline_bmt_dsg_ledbornapfenyrolo-18708352#sid=4fb76c51-27fd-4595-96c1-386a2e2befa8,Dízel
7199000,2017,150,181000,VOLKSWAGEN PASSAT VIII Variant 2.0 TDI BMT SCR Highline,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_variant_2.0_tdi_bmt_scr_highline-18385347#sid=4fb76c51-27fd-4595-96c1-386a2e2befa8,Dízel
7290000,2015,156,239000,VOLKSWAGEN PASSAT Variant 1.4 TSI GTE plug-in hibrid HIGLINE PANORÁMATETŐ ALCANTARA BŐR LEDFÉNYSZÓRÓ 18-ALUFELNIK 2TÖLTŐ,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat/volkswagen_passat_variant_1.4_tsi_gte_plug-in_hibrid_higline_panoramateto_alcantara_bor_ledfenyszoro_18-alufelnik_2tolto-18718467#sid=4fb76c51-27fd-4595-96c1-386a2e2befa8,Hibrid
7290000,2016,239,206200,VOLKSWAGEN PASSAT Variant 2.0 TDI Highline BiTurbo SCR 4Motion BMT DSG LED II/Panoráma/Virtual Cockpit/Sávtartó/Távtartó/Holttér figyelő/360 fokos kame,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat/volkswagen_passat_variant_2.0_tdi_highline_biturbo_scr_4motion_bmt_dsg_led_ii_panorama_virtual_cockpit_savtarto_tavtarto_holtter_figyelo_360_fokos_kame-18702463#sid=4fb76c51-27fd-4595-96c1-386a2e2befa8,Dízel
7290000,2018,125,153000,VOLKSWAGEN PASSAT VIII Variant 1.4 TSI Comfortline ACT BMT DSG NAGY NAVI. 360 KAMERA. Magánszemélytől,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_variant_1.4_tsi_comfortline_act_bmt_dsg_nagy_navi_360_kamera_maganszemelytol-18684534#sid=4fb76c51-27fd-4595-96c1-386a2e2befa8,Benzin
7290000,2017,150,148348,VOLKSWAGEN PASSAT VIII Variant 2.0 TDI Comfortline BMT DSG MAGYAR 1.TUL-APP-Ü.FŰTÉS-P.RADAR-TEMPOMAT!,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_variant_2.0_tdi_comfortline_bmt_dsg_magyar_1tul-app-ufutes-pradar-tempomat-18479971#sid=4fb76c51-27fd-4595-96c1-386a2e2befa8,Dízel
7290000,2018,190,203472,VOLKSWAGEN PASSAT 2.0 TDI BMT SCR Highline 4Motion DSG7,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat/volkswagen_passat_2.0_tdi_bmt_scr_highline_4motion_dsg7-18455260#sid=4fb76c51-27fd-4595-96c1-386a2e2befa8,Dízel
7290000,2017,150,159341,VOLKSWAGEN PASSAT VIII 2.0 TDI Comfortline BMT DSG 159.e.Km Áfás Mo-i Km Garancia Navigáció Klima Téli csomag Távolságtartó Tempom,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_2.0_tdi_comfortline_bmt_dsg_159ekm_afas_mo-i_km_garancia_navigacio_klima_teli_csomag_tavolsagtarto_tempom-18331386#sid=4fb76c51-27fd-4595-96c1-386a2e2befa8,Dízel
7299000,2018,150,159135,VOLKSWAGEN PASSAT VIII Variant 2.0 TDI BMT SCR Highline DSG7 TÖRÉSMENTES LED BŐR-VELÚR ANDROID NAVI ÜLÉSFŰTÉS ELŐL-HÁTÚL PARKOLÓRADAR ELEKTRO,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_variant_2.0_tdi_bmt_scr_highline_dsg7_toresmentes_led_bor-velur_android_navi_ulesfutes_elol-hatul_parkoloradar_elektro-18705044#sid=4fb76c51-27fd-4595-96c1-386a2e2befa8,Dízel
7299999,2016,156,226000,VOLKSWAGEN PASSAT Variant 1.4 TSI GTE plug-in hibrid Highline Kivitel / CSERÉLHETŐ /,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat/volkswagen_passat_variant_1.4_tsi_gte_plug-in_hibrid_highline_kivitel_cserelheto-18695042#sid=4fb76c51-27fd-4595-96c1-386a2e2befa8,Hibrid (Benzin)
7299999,2017,150,99900,VOLKSWAGEN PASSAT 2.0 TDI Comfortline BMT DSG,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat/volkswagen_passat_2.0_tdi_comfortline_bmt_dsg-18650716#sid=4fb76c51-27fd-4595-96c1-386a2e2befa8,Dízel
7300000,2015,239,228000,VOLKSWAGEN PASSAT VIII Variant 2.0 TDI Highline BiTurbo SCR 4Motion BMT DSG Mo.-i. MÁRKASZERVIZES. KÖLTSÉGMENTES!,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_variant_2.0_tdi_highline_biturbo_scr_4motion_bmt_dsg_mo-i_markaszervizes_koltsegmentes-18426357#sid=4fb76c51-27fd-4595-96c1-386a2e2befa8,Dízel
7380000,2015,239,143000,VOLKSWAGEN PASSAT 2.0 TDI Highline BiTurbo SCR 4Motion BMT DSG,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat/volkswagen_passat_2.0_tdi_highline_biturbo_scr_4motion_bmt_dsg-18429289#sid=4fb76c51-27fd-4595-96c1-386a2e2befa8,Dízel
7390000,2015,190,109779,VOLKSWAGEN PASSAT VIII Variant 2.0 TDI Highline SCR BMT DSG 4Motion 109Ekm!Magyar.vez.szervízkönyv!,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_variant_2.0_tdi_highline_scr_bmt_dsg_4motion_109ekmmagyarvezszervizkonyv-18657707#sid=4fb76c51-27fd-4595-96c1-386a2e2befa8,Dízel
7390000,2016,150,113022,VOLKSWAGEN PASSAT VIII 2.0 TDI Comfortline BMT DSG Mo.-i. 1 Tul.. ÁFA-s!,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_2.0_tdi_comfortline_bmt_dsg_mo-i_1_tul_afa-s-18616642#sid=4fb76c51-27fd-4595-96c1-386a2e2befa8,Dízel
7390000,2017,150,137829,VOLKSWAGEN PASSAT VIII Variant 2.0 TDI Highline BMT DSG /Mo.-i 1.tul./ Panorama-Navi-Kamera-ACC-Ülésfűtés/ Garancia! S-161,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_variant_2.0_tdi_highline_bmt_dsg_mo-i_1tul_panorama-navi-kamera-acc-ulesfutes_garancia_s-161-18541152#sid=4fb76c51-27fd-4595-96c1-386a2e2befa8,Dízel
7390000,2016,150,113022,VOLKSWAGEN PASSAT VIII 2.0 TDI Comfortline BMT DSG Mo.-i. 1 Tul.. ÁFA-s!,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_2.0_tdi_comfortline_bmt_dsg_mo-i_1_tul_afa-s-18523798#sid=4fb76c51-27fd-4595-96c1-386a2e2befa8,Dízel
7399000,2016,150,167387,VOLKSWAGEN PASSAT VIII Variant 2.0 TDI Highline SCR BMT DSG LED.HeadUp.DIGmfal.Navi.Kam.ELhorog.ParkSeg,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_variant_2.0_tdi_highline_scr_bmt_dsg_ledheadupdigmfalnavikamelhorogparkseg-18712744#sid=4fb76c51-27fd-4595-96c1-386a2e2befa8,Dízel
7490000,2016,190,94560,VOLKSWAGEN PASSAT VIII 2.0 TDI Comfortline SCR BMT DSG M.O.-i! Vez. Sz.k.! 95.e Km!,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_2.0_tdi_comfortline_scr_bmt_dsg_mo-i_vez_szk_95e_km-18696386#sid=4fb76c51-27fd-4595-96c1-386a2e2befa8,Dízel
7490000,2017,150,107995,VOLKSWAGEN PASSAT VIII 2.0 TDI Comfortline BMT DSG Mo.-i. 1 Tul.. ÁFA-s!,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_2.0_tdi_comfortline_bmt_dsg_mo-i_1_tul_afa-s-18465250#sid=4fb76c51-27fd-4595-96c1-386a2e2befa8,Dízel
7490000,2016,150,134000,VOLKSWAGEN PASSAT VIII 2.0 TDI BMT SCR Highline DSG7 1 Év garancia és friss szerviz! ÁFA-s / Magyarországi / Rendszeresen szervizelt,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_2.0_tdi_bmt_scr_highline_dsg7_1_ev_garancia_es_friss_szerviz_afa-s_magyarorszagi_rendszeresen_szervizelt-18365176#sid=4fb76c51-27fd-4595-96c1-386a2e2befa8,Dízel
7490000,2016,150,134804,VOLKSWAGEN PASSAT VIII 2.0 TDI Comfortline BMT DSG 134.e.Km Áfás Mo-i Km Garancia LED Klima Panorámatető Téli csomag Tempomat!,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_2.0_tdi_comfortline_bmt_dsg_134ekm_afas_mo-i_km_garancia_led_klima_panoramateto_teli_csomag_tempomat-18301448#sid=4fb76c51-27fd-4595-96c1-386a2e2befa8,Dízel
7499000,2016,190,129000,VOLKSWAGEN PASSAT 2.0 TDI Highline SCR BMT DSG 4Motion Panoráma! Magyar-Szerv.könyv! Virtual! F1 váltó! LED! NAVI! 190LE! ÁFÁ-s,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat/volkswagen_passat_2.0_tdi_highline_scr_bmt_dsg_4motion_panorama_magyar-szervkonyv_virtual_f1_valto_led_navi_190le_afa-s-18668028#sid=4fb76c51-27fd-4595-96c1-386a2e2befa8,Dízel
7499999,2018,190,236598,VOLKSWAGEN PASSAT VIII Variant 2.0 TDI BMT SCR Highline 4Motion DSG7 MAGYARORSZÁGI. ÁFÁS!,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_variant_2.0_tdi_bmt_scr_highline_4motion_dsg7_magyarorszagi_afas-18653650#sid=4fb76c51-27fd-4595-96c1-386a2e2befa8,Dízel
7500000,2019,190,163000,VOLKSWAGEN PASSAT Variant 2.0 TDI BMT SCR Comfortline DSG7 190Le Kamera Követőradar Navigáció Elektromos csomagtér,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat/volkswagen_passat_variant_2.0_tdi_bmt_scr_comfortline_dsg7_190le_kamera_kovetoradar_navigacio_elektromos_csomagter-18711739#sid=4fb76c51-27fd-4595-96c1-386a2e2befa8,Dízel
7590000,2017,150,128387,VOLKSWAGEN PASSAT Variant 2.0 TDI Highline BMT DSG MAGYAR. 1.-TUL. ÁFÁ-S. Nr.: 066,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat/volkswagen_passat_variant_2.0_tdi_highline_bmt_dsg_magyar_1-tul_afa-s_nr_066-18710931#sid=d7e30078-4176-44dd-af9b-7277c87aef95,Dízel
7590000,2017,190,157094,VOLKSWAGEN PASSAT VIII 2.0 TDI Comfortline SCR BMT DSG 157.e.Km Áfás Mo-i Km Garancia Fűthető-hűthető börülések Navigáció Távolságtartó,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_2.0_tdi_comfortline_scr_bmt_dsg_157ekm_afas_mo-i_km_garancia_futheto-hutheto_borulesek_navigacio_tavolsagtarto-18348762#sid=d7e30078-4176-44dd-af9b-7277c87aef95,Dízel
7590000,2016,150,123811,VOLKSWAGEN PASSAT VIII 2.0 TDI Comfortline BMT DSG 123.e.Km Áfás Mo-i Km Garancia LED Panorámatető Klima Téli csomag Tempomat!,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_2.0_tdi_comfortline_bmt_dsg_123ekm_afas_mo-i_km_garancia_led_panoramateto_klima_teli_csomag_tempomat-18227205#sid=d7e30078-4176-44dd-af9b-7277c87aef95,Dízel
7590000,2017,150,123919,VOLKSWAGEN PASSAT VIII 2.0 TDI Comfortline BMT DSG 123.e.Km Áfás Mo-i Km Garancia Navigáció Klima Téli csomag Távolságtartó Tempom,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_2.0_tdi_comfortline_bmt_dsg_123ekm_afas_mo-i_km_garancia_navigacio_klima_teli_csomag_tavolsagtarto_tempom-18151519#sid=d7e30078-4176-44dd-af9b-7277c87aef95,Dízel
7599000,2018,150,130157,VOLKSWAGEN PASSAT VIII 2.0 TDI BMT SCR Comfortline DSG7 Magyarországi. 130.157 km. Áfás,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_2.0_tdi_bmt_scr_comfortline_dsg7_magyarorszagi_130.157_km_afas-18654425#sid=d7e30078-4176-44dd-af9b-7277c87aef95,Dízel
7599990,2016,150,102900,VOLKSWAGEN PASSAT VIII 2.0 TDI Highline BMT DSG Üvegtető/Alcantara/Ülésfűtés/Távolságtartó/Elektromos csomagtér/Keyless/Beparkol,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_2.0_tdi_highline_bmt_dsg_uvegteto_alcantara_ulesfutes_tavolsagtarto_elektromos_csomagter_keyless_beparkol-18518554#sid=d7e30078-4176-44dd-af9b-7277c87aef95,Dízel
7650000,2015,190,238000,VOLKSWAGEN PASSAT VIII Variant 2.0 TDI Highline SCR BMT DSG,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_variant_2.0_tdi_highline_scr_bmt_dsg-18651904#sid=d7e30078-4176-44dd-af9b-7277c87aef95,Dízel
7690000,2018,150,199900,VOLKSWAGEN PASSAT Variant 2.0 TDI BMT SCR Comfortline DSG7 MO-i gépjármű/Garantált 199e km/Digit klima/Első tulajtól/ÁFÁ-S/Gara,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat/volkswagen_passat_variant_2.0_tdi_bmt_scr_comfortline_dsg7_mo-i_gepjarmu_garantalt_199e_km_digit_klima_elso_tulajtol_afa-s_gara-18643081#sid=d7e30078-4176-44dd-af9b-7277c87aef95,Dízel
7699000,2018,150,109000,VOLKSWAGEN PASSAT VIII Variant 2.0 TDI Comfortline BMT DSG 109e KM!!Navi!Ülésfűtés!Masz.ülés!El.Vonóhorog!!Beparkol!,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_variant_2.0_tdi_comfortline_bmt_dsg_109e_kmnaviulesfutesmaszuleselvonohorogbeparkol-18642203#sid=d7e30078-4176-44dd-af9b-7277c87aef95,Dízel
7749000,2018,239,249700,VOLKSWAGEN PASSAT ALLTRACK 2.0 TDI BiTurbo SCR BMT DSG 4Motion Horog!ÁFÁS!Mo-i!Leinformálható!,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_alltrack/volkswagen_passat_alltrack_2.0_tdi_biturbo_scr_bmt_dsg_4motion_horogafasmo-ileinformalhato-18561584#sid=d7e30078-4176-44dd-af9b-7277c87aef95,Dízel
7850000,2017,150,77328,VOLKSWAGEN PASSAT Variant 2.0 TDI BMT SCR Comfortline DSG7 MAGYAR! GARANCIA! ÁFÁ-S!,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat/volkswagen_passat_variant_2.0_tdi_bmt_scr_comfortline_dsg7_magyar_garancia_afa-s-18616375#sid=d7e30078-4176-44dd-af9b-7277c87aef95,Dízel
7890000,2017,190,128930,VOLKSWAGEN PASSAT VIII 2.0 TDI Comfortline SCR BMT DSG Magyar. ÁFA-s,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_2.0_tdi_comfortline_scr_bmt_dsg_magyar_afa-s-18465699#sid=d7e30078-4176-44dd-af9b-7277c87aef95,Dízel
7890000,2018,150,45000,VOLKSWAGEN PASSAT Variant 2.0 TDI BMT SCR Business DSG 45.000 KM. 2 kulcs. Navigáció. DSG,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat/volkswagen_passat_variant_2.0_tdi_bmt_scr_business_dsg_45.000_km_2_kulcs_navigacio_dsg-17936299#sid=d7e30078-4176-44dd-af9b-7277c87aef95,Dízel
