Price,Year,Power(HP),Mileage(KM),Description,Link,Fuel_type
5200000,2016,190,305000,VOLKSWAGEN PASSAT VIII Variant 2.0 TDI Comfortline SCR BMT DSG Magyarországi.led fényszóró.panoráma tető.el csomagtér,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_variant_2.0_tdi_comfortline_scr_bmt_dsg_magyarorszagiled_fenyszoropanorama_tetoel_csomagter-18680307#sid=4ab31797-b1dc-4b15-adff-e780ed965c56,Dízel
5257000,2016,120,322489,VOLKSWAGEN PASSAT VIII Variant 1.6 TDI Trendline BMT DSG,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_variant_1.6_tdi_trendline_bmt_dsg-18717100#sid=4ab31797-b1dc-4b15-adff-e780ed965c56,Dízel
5290000,2015,150,299880,VOLKSWAGEN PASSAT VIII Variant 2.0 TDI Highline BMT DSG DIGITÁLIS MŰSZERFAL.ALCANTARA BELSŐ,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_variant_2.0_tdi_highline_bmt_dsg_digitalis_muszerfalalcantara_belso-18701002#sid=4ab31797-b1dc-4b15-adff-e780ed965c56,Dízel
5290000,2016,150,198000,VOLKSWAGEN PASSAT VIII Variant 2.0 TDI Comfortline BMT DSG,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_variant_2.0_tdi_comfortline_bmt_dsg-18355308#sid=4ab31797-b1dc-4b15-adff-e780ed965c56,Dízel
5350000,2015,150,280000,VOLKSWAGEN PASSAT VIII Variant 2.0 TDI Comfortline BMT DSG 3C,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_variant_2.0_tdi_comfortline_bmt_dsg_3c-18285255#sid=4ab31797-b1dc-4b15-adff-e780ed965c56,Dízel
5380000,2016,150,205000,VOLKSWAGEN PASSAT VIII Variant 2.0 TDI Comfortline BMT DSG MAGYARORSZÁGI,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_variant_2.0_tdi_comfortline_bmt_dsg_magyarorszagi-18658334#sid=4ab31797-b1dc-4b15-adff-e780ed965c56,Dízel
5390000,2016,150,182500,VOLKSWAGEN PASSAT VIII Variant 2.0 TDI Comfortline BMT DSG ÁFÁS! NAVI! TÁVOLSÁGTARTÓ! PARKRADAR!,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_variant_2.0_tdi_comfortline_bmt_dsg_afas_navi_tavolsagtarto_parkradar-18311494#sid=4ab31797-b1dc-4b15-adff-e780ed965c56,Dízel
5399000,2015,150,230000,VOLKSWAGEN PASSAT VIII Variant 2.0 TDI Highline BMT DSG SZERVIZKÖNYVES GARANCIÁLIS,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_variant_2.0_tdi_highline_bmt_dsg_szervizkonyves_garancialis-18694600#sid=4ab31797-b1dc-4b15-adff-e780ed965c56,Dízel
5399999,2018,120,180331,VOLKSWAGEN PASSAT VIII Variant 1.6 TDI BMT Comfortline DSG NAVI / FACELIFT / 1 ÉV GARANCIA!!!,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_variant_1.6_tdi_bmt_comfortline_dsg_navi_facelift_1_ev_garancia-18551273#sid=4ab31797-b1dc-4b15-adff-e780ed965c56,Dízel
5400000,2015,150,215000,VOLKSWAGEN PASSAT VIII Variant 2.0 TDI Comfortline BMT DSG,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_variant_2.0_tdi_comfortline_bmt_dsg-18698137#sid=4ab31797-b1dc-4b15-adff-e780ed965c56,Dízel
5499900,2016,150,192000,VOLKSWAGEN PASSAT VIII Variant 2.0 TDI Comfortline BMT DSG DYNAUDIO-RADAR-NAVI,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_variant_2.0_tdi_comfortline_bmt_dsg_dynaudio-radar-navi-18706139#sid=4ab31797-b1dc-4b15-adff-e780ed965c56,Dízel
5650000,2016,150,234000,VOLKSWAGEN PASSAT VIII Variant 2.0 TDI Comfortline BMT DSG NAPFÉNYTETŐ- LED FÉNYSZÓRÓ- ÜLÉSMASSZÍROZÁS,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_variant_2.0_tdi_comfortline_bmt_dsg_napfenyteto-_led_fenyszoro-_ulesmasszirozas-18653422#sid=4ab31797-b1dc-4b15-adff-e780ed965c56,Dízel
5699000,2016,150,182597,VOLKSWAGEN PASSAT III ,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_iii/volkswagen_passat_iii-18706662#sid=4ab31797-b1dc-4b15-adff-e780ed965c56,Dízel
5700000,2014,150,189000,VOLKSWAGEN PASSAT VIII Variant 2.0 TDI Highline BMT DSG,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_variant_2.0_tdi_highline_bmt_dsg-18595930#sid=4ab31797-b1dc-4b15-adff-e780ed965c56,Dízel
5890000,2017,150,181000,VOLKSWAGEN PASSAT VIII Variant 2.0 TDI Comfortline BMT DSG LED.Navi.Friss szerviz. Ülésfűtés.Szervízkönyv.Új gumik,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_variant_2.0_tdi_comfortline_bmt_dsg_lednavifriss_szerviz_ulesfutesszervizkonyvuj_gumik-18694778#sid=4ab31797-b1dc-4b15-adff-e780ed965c56,Dízel
5890000,2016,120,168000,VOLKSWAGEN PASSAT VIII Variant 1.6 TDI BMT Comfortline DSG,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_variant_1.6_tdi_bmt_comfortline_dsg-18569504#sid=4ab31797-b1dc-4b15-adff-e780ed965c56,Dízel
5900000,2016,190,199000,VOLKSWAGEN PASSAT VIII 2.0 TDI Comfortline SCR BMT,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_2.0_tdi_comfortline_scr_bmt-18703878#sid=4ab31797-b1dc-4b15-adff-e780ed965c56,Dízel
5950000,2018,150,189000,VOLKSWAGEN PASSAT VIII Variant 2.0 TDI BMT SCR Business DSG,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_variant_2.0_tdi_bmt_scr_business_dsg-18691436#sid=4ab31797-b1dc-4b15-adff-e780ed965c56,Dízel
5990000,2015,150,250000,VOLKSWAGEN PASSAT VIII Variant 2.0 TDI Highline BMT DSG (FULLEXTRA-SÉRÜLÉSMENTES-VÉGIGVEZ.SZKÖNYV),https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_variant_2.0_tdi_highline_bmt_dsg_fullextra-serulesmentes-vegigvezszkonyv-18709552#sid=4ab31797-b1dc-4b15-adff-e780ed965c56,Dízel
5990000,2016,150,107605,VOLKSWAGEN PASSAT VIII 2.0 TDI Comfortline BMT DSG,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_2.0_tdi_comfortline_bmt_dsg-18707809#sid=4ab31797-b1dc-4b15-adff-e780ed965c56,Dízel
5990000,2015,150,153000,VOLKSWAGEN PASSAT 2.0 TDI Highline BMT DSG Magyarországi! 1 Tulaj! Garantált Km!,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat/volkswagen_passat_2.0_tdi_highline_bmt_dsg_magyarorszagi_1_tulaj_garantalt_km-18705447#sid=4ab31797-b1dc-4b15-adff-e780ed965c56,Dízel
5990000,2016,150,265000,VOLKSWAGEN PASSAT VIII 2.0 TDI BMT SCR Highline DSG7 PANORÁMATETŐ NAVI MEGKÍMÉLT ÁLLAPOT,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_2.0_tdi_bmt_scr_highline_dsg7_panoramateto_navi_megkimelt_allapot-18678405#sid=4ab31797-b1dc-4b15-adff-e780ed965c56,Dízel
5990000,2017,150,224000,VOLKSWAGEN PASSAT VIII 2.0 TDI Highline BMT DSG Végig VW Márkaszervíz. LED II. ACC. KESSY. Elektr. csom,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_2.0_tdi_highline_bmt_dsg_vegig_vw_markaszerviz_led_ii_acc_kessy_elektr_csom-18618155#sid=4ab31797-b1dc-4b15-adff-e780ed965c56,Dízel
5990000,2017,190,371750,VOLKSWAGEN PASSAT 2.0 TDI Comfortline SCR BMT DSG R-Line,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat/volkswagen_passat_2.0_tdi_comfortline_scr_bmt_dsg_r-line-18454176#sid=4ab31797-b1dc-4b15-adff-e780ed965c56,Dízel
5999000,2012,299,220000,VOLKSWAGEN PASSAT VII 3.6 V6 Highline 4Motion DSG,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_vii/volkswagen_passat_vii_3.6_v6_highline_4motion_dsg-18666688#sid=4ab31797-b1dc-4b15-adff-e780ed965c56,Benzin
5999000,2017,150,119550,VOLKSWAGEN PASSAT VIII Variant 2.0 TDI BMT SCR Comfortline DSG7 119550KM ANDROID NAVI ELŐL-HÁTÚL START STOP PARKOLÓRADAR MULTIKORMÁNY TEMPOMAT A,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_variant_2.0_tdi_bmt_scr_comfortline_dsg7_119550km_android_navi_elol-hatul_start_stop_parkoloradar_multikormany_tempomat_a-18613762#sid=167b80b5-322c-4ead-b760-387b4cad5353,Dízel
5999999,2016,179,251000,VOLKSWAGEN PASSAT Variant 1.8 TSI Comfortline BMT DSG MAGYAR ! LED 2-ES CSOMAG ! KULCSNÉLKÜLI ! KAMERA !,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat/volkswagen_passat_variant_1.8_tsi_comfortline_bmt_dsg_magyar_led_2-es_csomag_kulcsnelkuli_kamera-18710274#sid=167b80b5-322c-4ead-b760-387b4cad5353,Benzin
6100000,2015,190,251200,VOLKSWAGEN PASSAT VIII 2.0 TDI Highline SCR BMT DSG 4Motion magyarországi. szervizkönyves. első tulajtól. full extra,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_2.0_tdi_highline_scr_bmt_dsg_4motion_magyarorszagi_szervizkonyves_elso_tulajtol_full_extra-18413733#sid=167b80b5-322c-4ead-b760-387b4cad5353,Dízel
6190000,2017,150,193000,VOLKSWAGEN PASSAT VIII 2.0 TDI Highline BMT DSG,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_2.0_tdi_highline_bmt_dsg-18676382#sid=167b80b5-322c-4ead-b760-387b4cad5353,Dízel
6190000,2017,150,159000,VOLKSWAGEN PASSAT VIII Variant 2.0 TDI Comfortline BMT DSG,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_variant_2.0_tdi_comfortline_bmt_dsg-18586540#sid=167b80b5-322c-4ead-b760-387b4cad5353,Dízel
6198000,2017,150,192743,VOLKSWAGEN PASSAT 2.0 TDI Comfortline BMT DSG MAGYAR-1 TULAJ-VEZETETT ELEKTRONIKUS SZERVIZKÖNYV,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat/volkswagen_passat_2.0_tdi_comfortline_bmt_dsg_magyar-1_tulaj-vezetett_elektronikus_szervizkonyv-18584637#sid=167b80b5-322c-4ead-b760-387b4cad5353,Dízel
6249000,2015,150,207186,VOLKSWAGEN PASSAT VIII Variant 2.0 TDI Comfortline BMT DSG 207e.km!,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_variant_2.0_tdi_comfortline_bmt_dsg_207ekm-18614227#sid=167b80b5-322c-4ead-b760-387b4cad5353,Dízel
6290000,2017,150,199375,VOLKSWAGEN PASSAT VIII Variant 2.0 TDI Comfortline BMT DSG szervizkönyves,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_variant_2.0_tdi_comfortline_bmt_dsg_szervizkonyves-18581503#sid=167b80b5-322c-4ead-b760-387b4cad5353,Dízel
6300000,2015,150,170000,VOLKSWAGEN PASSAT Variant 2.0 TDI Comfortline BMT DSG,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat/volkswagen_passat_variant_2.0_tdi_comfortline_bmt_dsg-18696120#sid=167b80b5-322c-4ead-b760-387b4cad5353,Dízel
6300000,2015,150,175000,VOLKSWAGEN PASSAT VIII Variant 2.0 TDI Highline BMT DSG,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_variant_2.0_tdi_highline_bmt_dsg-18640534#sid=167b80b5-322c-4ead-b760-387b4cad5353,Dízel
6300000,2015,150,163000,VOLKSWAGEN PASSAT Variant 2.0 TDI Highline BMT DSG,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat/volkswagen_passat_variant_2.0_tdi_highline_bmt_dsg-18625373#sid=167b80b5-322c-4ead-b760-387b4cad5353,Dízel
6390000,2015,150,130200,VOLKSWAGEN PASSAT Variant 2.0 TDI Comfortline BMT DSG,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat/volkswagen_passat_variant_2.0_tdi_comfortline_bmt_dsg-18057253#sid=167b80b5-322c-4ead-b760-387b4cad5353,Dízel
6399000,2016,120,121000,VOLKSWAGEN PASSAT VIII Variant Highline DSG 1.6CRTDI,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_variant_highline_dsg_1.6crtdi-18693140#sid=167b80b5-322c-4ead-b760-387b4cad5353,Dízel
6399000,2017,150,235328,VOLKSWAGEN PASSAT VIII Variant 2.0 TDI Highline BMT DSG magyarországi. szervizkönyves. friss nagy szerviz. ÁFA tartalmas számla,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_variant_2.0_tdi_highline_bmt_dsg_magyarorszagi_szervizkonyves_friss_nagy_szerviz_afa_tartalmas_szamla-18676556#sid=167b80b5-322c-4ead-b760-387b4cad5353,Dízel
6399999,2017,150,219587,VOLKSWAGEN PASSAT VIII 2.0 TDI BMT SCR Comfortline DSG7 MAGYARORSZÁGI. ÁFÁS!,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_2.0_tdi_bmt_scr_comfortline_dsg7_magyarorszagi_afas-18653628#sid=167b80b5-322c-4ead-b760-387b4cad5353,Dízel
6450000,2018,150,176707,VOLKSWAGEN PASSAT VIII Variant 2.0 TDI BMT SCR Comfortline DSG-KÍVÜL BELÜL IGÉNYES-VILÁGOS BELSŐ-TÁVTARTÓS TEMPOMAT-VÉGIG VW SZERVIZ-VALÓS,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_variant_2.0_tdi_bmt_scr_comfortline_dsg-kivul_belul_igenyes-vilagos_belso-tavtartos_tempomat-vegig_vw_szerviz-valos-18703136#sid=167b80b5-322c-4ead-b760-387b4cad5353,Dízel
6490000,2016,150,275000,VOLKSWAGEN PASSAT VIII Variant 2.0 TDI Comfortline BMT DSG,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_variant_2.0_tdi_comfortline_bmt_dsg-18577820#sid=167b80b5-322c-4ead-b760-387b4cad5353,Dízel
6490000,2015,150,151091,VOLKSWAGEN PASSAT VIII 2.0 TDI Highline SCR BMT DSG Magyarországi,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_2.0_tdi_highline_scr_bmt_dsg_magyarorszagi-18541777#sid=167b80b5-322c-4ead-b760-387b4cad5353,Dízel
6490000,2015,190,158729,VOLKSWAGEN PASSAT VIII Variant 2.0 TDI Comfortline SCR BMT DSG Mo.-i. 1 Tul.. ÁFA-s!,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_variant_2.0_tdi_comfortline_scr_bmt_dsg_mo-i_1_tul_afa-s-18303416#sid=167b80b5-322c-4ead-b760-387b4cad5353,Dízel
6499000,2017,150,206923,VOLKSWAGEN PASSAT VIII Variant 2.0 TDI Highline BMT DSG magyar. 1 tulaj. szervizkönyv. friss nagy szerviz. ÁFA tartalmas számla,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_variant_2.0_tdi_highline_bmt_dsg_magyar_1_tulaj_szervizkonyv_friss_nagy_szerviz_afa_tartalmas_szamla-18676576#sid=167b80b5-322c-4ead-b760-387b4cad5353,Dízel
6499990,2016,239,274000,VOLKSWAGEN PASSAT VIII 2.0 TDI Highline BiTurbo SCR 4Motion BMT DSG,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_2.0_tdi_highline_biturbo_scr_4motion_bmt_dsg-18590882#sid=167b80b5-322c-4ead-b760-387b4cad5353,Dízel
6499999,2018,150,264589,VOLKSWAGEN PASSAT VIII Variant 2.0 TDI BMT SCR Highline DSG7 MAGYARORSZÁGI. ÁFÁS!,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_variant_2.0_tdi_bmt_scr_highline_dsg7_magyarorszagi_afas-18653659#sid=167b80b5-322c-4ead-b760-387b4cad5353,Dízel
6500000,2016,150,74000,VOLKSWAGEN PASSAT Variant 2.0 TDI Comfortline BMT DSG,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat/volkswagen_passat_variant_2.0_tdi_comfortline_bmt_dsg-18615383#sid=167b80b5-322c-4ead-b760-387b4cad5353,Dízel
6530000,2017,150,179955,VOLKSWAGEN PASSAT VIII Variant 2.0 TDI Comfortline BMT DSG ÚJ NAVI. LED. ERGO COMFORT. EL. HOROG,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_variant_2.0_tdi_comfortline_bmt_dsg_uj_navi_led_ergo_comfort_el_horog-18508078#sid=167b80b5-322c-4ead-b760-387b4cad5353,Dízel
6549000,2018,190,176040,VOLKSWAGEN PASSAT VIII 2.0 TDI BMT SCR Comfortline DSG7 SÉRMENTES-ÚJ ÉRINTŐKÉP NAGY NAVI-PDC-KAMERA-TÁVTARTÓ TEMP-ÜLÉSF-LEINFORMÁLHATÓ,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_2.0_tdi_bmt_scr_comfortline_dsg7_sermentes-uj_erintokep_nagy_navi-pdc-kamera-tavtarto_temp-ulesf-leinformalhato-18526356#sid=167b80b5-322c-4ead-b760-387b4cad5353,Dízel
6550000,2017,150,154468,VOLKSWAGEN PASSAT VIII Variant 2.0 TDI Comfortline BMT DSG VONÓHOROG TOLATÓKAMERA ÜLÉSFŰTÉS NAGY NAVI MASSZIROZ MOTOROS CSOMAGTÉRAJTÓ,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_variant_2.0_tdi_comfortline_bmt_dsg_vonohorog_tolatokamera_ulesfutes_nagy_navi_massziroz_motoros_csomagterajto-18679592#sid=116b1796-0ce8-4ffd-bc7d-2be026dc1d6f,Dízel
6580000,2019,150,195000,VOLKSWAGEN PASSAT VIII Variant 2.0 TDI BMT SCR Comfortline DSG7 LED. NAVI. KAMERA. HOROG,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_variant_2.0_tdi_bmt_scr_comfortline_dsg7_led_navi_kamera_horog-18687472#sid=116b1796-0ce8-4ffd-bc7d-2be026dc1d6f,Dízel
6590000,2018,150,215000,VOLKSWAGEN PASSAT VIII 2.0 TDI BMT DSG. MAGYARORSZÁGI.NAGYSZERVÍZ UTÁN!,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_2.0_tdi_bmt_dsg_magyarorszaginagyszerviz_utan-18711133#sid=116b1796-0ce8-4ffd-bc7d-2be026dc1d6f,Dízel
6590000,2018,150,177870,VOLKSWAGEN PASSAT VIII Passat Variant 2.0 TDI Trendline DSG7 LED.Szkönyv.Smentes.Horog,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_passat_variant_2.0_tdi_trendline_dsg7_ledszkonyvsmenteshorog-18579631#sid=116b1796-0ce8-4ffd-bc7d-2be026dc1d6f,Dízel
6590000,2018,150,159000,VOLKSWAGEN PASSAT VIII Variant 2.0 TDI BMT SCR Comfortline DSG7,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_variant_2.0_tdi_bmt_scr_comfortline_dsg7-18321321#sid=116b1796-0ce8-4ffd-bc7d-2be026dc1d6f,Dízel
6599000,2016,190,188000,VOLKSWAGEN PASSAT VIII Variant 2.0 TDI Comfortline SCR BMT DSG MAGYAR! 190LE!,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_variant_2.0_tdi_comfortline_scr_bmt_dsg_magyar_190le-18661901#sid=116b1796-0ce8-4ffd-bc7d-2be026dc1d6f,Dízel
6599000,2018,150,172000,VOLKSWAGEN PASSAT VIII Variant 2.0 TDI BMT SCR Business DSG ALU-NAVI-GYÁRI FÉNY-TEMPOMAT-KITŰNŐ,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_variant_2.0_tdi_bmt_scr_business_dsg_alu-navi-gyari_feny-tempomat-kituno-18658088#sid=116b1796-0ce8-4ffd-bc7d-2be026dc1d6f,Dízel
6599000,2017,150,157016,VOLKSWAGEN PASSAT VIII Variant 2.0 TDI Comfortline BMT DSG,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_variant_2.0_tdi_comfortline_bmt_dsg-18466850#sid=116b1796-0ce8-4ffd-bc7d-2be026dc1d6f,Dízel
6599900,2018,150,149000,VOLKSWAGEN PASSAT Variant 2.0 TDI BMT SCR Comfortline GYÖNYÖRŰ GYÁRI FÉNYEZÉS! FRISS MUSZAKI. 2 db KULCS!,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat/volkswagen_passat_variant_2.0_tdi_bmt_scr_comfortline_gyonyoru_gyari_fenyezes_friss_muszaki_2_db_kulcs-18690309#sid=116b1796-0ce8-4ffd-bc7d-2be026dc1d6f,Dízel
6650000,2017,150,187000,VOLKSWAGEN PASSAT Variant 2.0 TDI Highline SCR BMT DSG KAMERA / TÁVOLSÁGTARTÓ / ÜLÉSFŰTÉS / FRISS SZERVÍZ / 1 ÉV GARANCIA,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat/volkswagen_passat_variant_2.0_tdi_highline_scr_bmt_dsg_kamera_tavolsagtarto_ulesfutes_friss_szerviz_1_ev_garancia-18631855#sid=116b1796-0ce8-4ffd-bc7d-2be026dc1d6f,Dízel
6650000,2015,239,225500,VOLKSWAGEN PASSAT VIII Variant 2.0 TDI Highline BiTurbo SCR 4Motion BMT DSG,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_variant_2.0_tdi_highline_biturbo_scr_4motion_bmt_dsg-18236319#sid=116b1796-0ce8-4ffd-bc7d-2be026dc1d6f,Dízel
6690000,2015,239,230211,VOLKSWAGEN PASSAT VIII Variant 2.0 TDI Highline BiTurbo SCR 4Motion BMT DSG Magyar.1 tulaj,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_variant_2.0_tdi_highline_biturbo_scr_4motion_bmt_dsg_magyar1_tulaj-18377068#sid=116b1796-0ce8-4ffd-bc7d-2be026dc1d6f,Dízel
6699000,2018,150,159140,VOLKSWAGEN PASSAT VIII Variant 2.0 TDI BMT SCR Business DSG R-LINE PAKET TÖRÉSMENTES LED ANDROID NAVI ÜLÉSFŰTÉS HOLDTÉRFIGYELŐ ELEKTR CSOMAG,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_variant_2.0_tdi_bmt_scr_business_dsg_r-line_paket_toresmentes_led_android_navi_ulesfutes_holdterfigyelo_elektr_csomag-18580305#sid=116b1796-0ce8-4ffd-bc7d-2be026dc1d6f,Dízel
6699000,2018,150,157175,VOLKSWAGEN PASSAT VIII Variant 2.0 TDI BMT SCR Highline DSG7 NAVI/BŐR/ÜLÉSFŰTÉS,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_variant_2.0_tdi_bmt_scr_highline_dsg7_navi_bor_ulesfutes-18275643#sid=116b1796-0ce8-4ffd-bc7d-2be026dc1d6f,Dízel
6700000,2015,190,228602,VOLKSWAGEN PASSAT VIII 2.0 TDI Highline SCR BMT DSG 4Motion 3G548RH4,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_2.0_tdi_highline_scr_bmt_dsg_4motion_3g548rh4-18679132#sid=116b1796-0ce8-4ffd-bc7d-2be026dc1d6f,Dízel
6700000,2016,190,126026,VOLKSWAGEN PASSAT VIII 2.0 TDI BMT SCR Highline DSG Szervizkönyv / Navigáció / Ülésfűtés / Alcantara / Távtartó / 1-tulajdonos / Mo,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_2.0_tdi_bmt_scr_highline_dsg_szervizkonyv_navigacio_ulesfutes_alcantara_tavtarto_1-tulajdonos_mo-17995208#sid=116b1796-0ce8-4ffd-bc7d-2be026dc1d6f,Dízel
6790000,2016,150,165529,VOLKSWAGEN PASSAT VIII Variant 2.0 TDI Comfortline BMT DSG,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_variant_2.0_tdi_comfortline_bmt_dsg-18706637#sid=116b1796-0ce8-4ffd-bc7d-2be026dc1d6f,Dízel
6790000,2017,150,169123,VOLKSWAGEN PASSAT VIII Variant 2.0 TDI Highline BMT DSG MAGYAR-1.TUL-NAVI-ALCANTARA-KAMERA!,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_variant_2.0_tdi_highline_bmt_dsg_magyar-1tul-navi-alcantara-kamera-18698999#sid=116b1796-0ce8-4ffd-bc7d-2be026dc1d6f,Dízel
6790000,2017,150,165561,VOLKSWAGEN PASSAT VIII Variant 2.0 TDI Highline BMT DSG /Mo.-i 1.tul./ Navi-Adaptív tempomat-Ülésfűtés/ Garancia! S-15,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_variant_2.0_tdi_highline_bmt_dsg_mo-i_1tul_navi-adaptiv_tempomat-ulesfutes_garancia_s-15-18192802#sid=116b1796-0ce8-4ffd-bc7d-2be026dc1d6f,Dízel
6799000,2016,150,155659,VOLKSWAGEN PASSAT VIII Variant 2.0 TDI Comfortline BMT DSG 155e.km!,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_variant_2.0_tdi_comfortline_bmt_dsg_155ekm-18675651#sid=116b1796-0ce8-4ffd-bc7d-2be026dc1d6f,Dízel
6799000,2018,150,174635,VOLKSWAGEN PASSAT VIII Variant 2.0 TDI BMT SCR Comfortline DSG7 1Tul.Szkönyv.Led2.Kamera.NAVI.ÖsszAssist.ÜLfűt,https://www.hasznaltauto.hu/szemelyauto/volkswagen/passat_viii/volkswagen_passat_viii_variant_2.0_tdi_bmt_scr_comfortline_dsg7_1tulszkonyvled2kameranaviosszassistulfut-18074863#sid=116b1796-0ce8-4ffd-bc7d-2be026dc1d6f,Dízel
